group,ID,perspective_fed_indian,perspective_fed_german,vaccinated,party,migration_background,run1_exp8,cash,doses,run2_exp8,exp7_money2,exp7_doses2,vignr,round,exp7_money1,exp7_doses1,trading_importance,risk,deal,id,others_number,others_giving,others_average,risk_factor,trading_factor,others_number_norm,others_giving_norm,cash_billions,cash_billions_log,solidarity_behaviour,solidarity_attitude,treatment_video,c_0031_w1,c_0031_w2,c_0031_w3,c_0032_w1,c_0032_w2,vignette3,vignette4,vignette5,vignette6,vignette1,vignette2,vignette3_w4,vignette4_w4,conjoint_choice1_exp3,conjoint_rating1_exp3,conjoint_rating2_exp3,conjoint_choice2_exp3,conjoint_rating3_exp3,conjoint_rating4_exp3,conjoint_choice3_exp3,conjoint_rating5_exp3,conjoint_rating6_exp3,conjoint_choice1_exp7,conjoint_rating1_exp7,conjoint_rating2_exp7,conjoint_choice2_exp7,conjoint_rating3_exp7,conjoint_rating4_exp7
4,6166847959380,4,4,1,CDU.CSU,0,14,0.005,40,18,NA,NA,18,2,0.01,20,0.500332541567696,0.500332541567696,40 give 20b,6166847959380,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,5,1.791759469228055,0.4,1,0,NA,40,NA,NA,48,154,144,82,119,NA,NA,NA,NA,2,6,6,2,6,7,1,6,5,NA,NA,NA,NA,NA,NA
4,6166867750065,5,7,1,SPD,0,5,0.01,100,9,NA,NA,9,2,0.005,50,-0.49966745843230403,0.500332541567696,20 give 40 bn,6166867750065,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,10,2.3978952727983707,0,0,1,NA,104,NA,NA,111,73,63,58,112,NA,NA,NA,NA,1,0,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
4,6166874223900,6,4,1,SPD,1,16,5e-4,150,4,NA,NA,4,2,5e-4,150,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,6166874223900,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,0.8,1,0,NA,6,NA,NA,178,171,135,113,23,NA,NA,NA,NA,2,10,10,1,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,6166899341325,6,3,0,SPD,0,3,8e-4,30,9,NA,NA,9,2,4e-4,12,-0.49966745843230403,0.500332541567696,20 give 40 bn,6166899341325,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0.8,0.5877866649021191,1,1,1,NA,11,NA,NA,59,137,26,94,41,NA,NA,NA,NA,1,7,6,1,9,5,2,1,8,NA,NA,NA,NA,NA,NA
4,6167050995195,5,3,1,FDP,0,18,0.0025,180,8,NA,NA,8,2,0.0017,150,-0.49966745843230403,0.500332541567696,40 give 20b,6167050995195,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,2.5,1.252762968495368,1,0,0,NA,147,NA,NA,157,125,101,77,3,NA,NA,NA,NA,1,8,5,2,8,9,2,7,9,NA,NA,NA,NA,NA,NA
4,6167358166140,6,4,1,Left,0,12,0.005,150,16,NA,NA,16,2,0.005,150,0.500332541567696,0.500332541567696,No deal,6167358166140,0,0,0,High,High,-2.401330166270784,-2.401710213776722,5,1.791759469228055,1,1,1,NA,188,NA,NA,177,66,86,153,42,NA,NA,NA,NA,2,10,10,1,10,10,1,10,9,NA,NA,NA,NA,NA,NA
4,6167435957640,5,5,1,Left,0,9,6e-4,140,11,NA,NA,11,2,0.01,140,0.500332541567696,-0.49966745843230403,No deal,6167435957640,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0.6,0.47000362924573563,0.8,0,1,NA,52,NA,NA,54,118,105,31,153,NA,NA,NA,NA,2,3,5,2,5,7,1,5,5,NA,NA,NA,NA,NA,NA
4,6167439952695,7,4,1,SPD,1,19,1e-4,10,6,NA,NA,6,2,0.001,100,-0.49966745843230403,0.500332541567696,No deal,6167439952695,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,0.1,0.09531017980432493,1,1,1,NA,32,NA,NA,62,41,66,180,19,NA,NA,NA,NA,1,8,3,2,2,9,2,2,9,NA,NA,NA,NA,NA,NA
4,6167489976585,6,4,0,Left,0,16,0.003,30,20,NA,NA,20,2,0.002,30,0.500332541567696,0.500332541567696,40 give 40 bn,6167489976585,4,4,1,High,High,1.598669833729216,1.5982897862232779,3,1.3862943611198906,0.4,0,0,NA,133,NA,NA,171,90,145,182,172,NA,NA,NA,NA,1,8,5,2,6,8,2,6,9,NA,NA,NA,NA,NA,NA
4,6167521699695,6,3,1,SPD,1,9,3e-4,130,7,NA,NA,7,2,6e-4,130,-0.49966745843230403,0.500332541567696,20 give 20 bn,6167521699695,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,0.3,0.26236426446749106,1,0,1,NA,100,NA,NA,138,169,183,134,15,NA,NA,NA,NA,2,3,8,1,8,2,1,6,4,NA,NA,NA,NA,NA,NA
4,6167615273640,6,4,0,AFD,0,5,0.001,10,13,NA,NA,13,2,0.001,10,0.500332541567696,-0.49966745843230403,40 give 20b,6167615273640,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0,0,0,NA,16,NA,NA,147,18,72,28,179,NA,NA,NA,NA,1,9,4,1,9,4,1,9,4,NA,NA,NA,NA,NA,NA
4,6167617884270,3,5,1,CDU.CSU,1,3,0.006,30,10,NA,NA,10,2,0.004,20,-0.49966745843230403,0.500332541567696,40 give 40 bn,6167617884270,4,4,1,High,Low,1.598669833729216,1.5982897862232779,6,1.9459101490553132,0.2,1,1,NA,28,NA,NA,86,164,112,168,12,NA,NA,NA,NA,1,6,5,1,7,5,1,7,4,NA,NA,NA,NA,NA,NA
4,6167801234880,4,4,0,Left,0,10,0.002,1,9,NA,NA,9,2,0.003,4,-0.49966745843230403,0.500332541567696,20 give 40 bn,6167801234880,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0.8,1,0,NA,138,NA,NA,191,153,180,87,114,NA,NA,NA,NA,2,3,8,2,4,5,1,10,0,NA,NA,NA,NA,NA,NA
5,6167972613510,6,4,1,CDU.CSU,0,10,0.001,130,5,NA,NA,5,2,0.001,130,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,6167972613510,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6168012155325,6,4,1,CDU.CSU,0,10,0.02,40,2,NA,NA,2,2,0.05,60,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,6168012155325,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,20,3.044522437723423,1,0,1,NA,12,NA,NA,112,168,153,164,28,NA,NA,NA,NA,1,10,0,2,0,10,2,0,10,NA,NA,NA,NA,NA,NA
4,6168014779140,5,5,1,CDU.CSU,1,19,0.001,2,14,NA,NA,14,2,0.001,1,0.500332541567696,-0.49966745843230403,20 give 40 bn,6168014779140,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,0.4,1,0,NA,51,NA,NA,151,73,137,13,39,NA,NA,NA,NA,1,7,6,2,6,8,2,7,8,NA,NA,NA,NA,NA,NA
4,6168129435900,6,4,1,Left,0,5,0.002,120,2,NA,NA,2,2,0.001,100,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,6168129435900,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,1,1,0,NA,20,NA,NA,34,120,4,26,23,NA,NA,NA,NA,2,6,10,2,6,8,2,8,10,NA,NA,NA,NA,NA,NA
4,6168229721010,5,5,1,Greens,1,15,0.002,100,16,NA,NA,16,2,0.005,100,0.500332541567696,0.500332541567696,No deal,6168229721010,0,0,0,High,High,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,0,1,1,NA,39,NA,NA,63,23,139,135,123,NA,NA,NA,NA,2,5,10,2,7,10,1,10,4,NA,NA,NA,NA,NA,NA
4,6168230986770,4,4,1,SPD,0,3,0.005,2,6,NA,NA,6,2,0.01,2,-0.49966745843230403,0.500332541567696,No deal,6168230986770,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,5,1.791759469228055,0.6,1,0,NA,155,NA,NA,107,115,137,135,44,NA,NA,NA,NA,1,6,6,1,5,5,2,7,7,NA,NA,NA,NA,NA,NA
4,6168245582565,6,3,1,No party,1,11,0.002,150,17,NA,NA,17,2,0.001,100,0.500332541567696,0.500332541567696,20 give 20 bn,6168245582565,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,0.4,0,0,NA,15,NA,NA,48,28,191,98,166,NA,NA,NA,NA,2,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,6168402378585,7,1,1,No party,1,6,0.0035,150,7,NA,NA,7,2,0.0035,150,-0.49966745843230403,0.500332541567696,20 give 20 bn,6168402378585,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,3.5,1.5040773967762742,0.6,1,1,NA,27,NA,NA,136,141,173,31,13,NA,NA,NA,NA,1,8,5,1,8,5,2,6,8,NA,NA,NA,NA,NA,NA
4,6168407744880,4,4,1,Greens,0,4,0.001,100,12,NA,NA,12,2,0.002,100,0.500332541567696,-0.49966745843230403,20 give 20 bn,6168407744880,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,1,0.6931471805599453,1,0,1,NA,146,NA,NA,70,173,141,80,127,NA,NA,NA,NA,1,10,5,1,10,5,2,5,10,NA,NA,NA,NA,NA,NA
4,6168556682640,4,7,1,No party,1,11,0,0,5,NA,NA,5,2,0.001,0,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,6168556682640,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,0,0,1,1,1,NA,80,NA,NA,60,178,155,85,58,NA,NA,NA,NA,1,10,6,1,9,6,1,9,6,NA,NA,NA,NA,NA,NA
4,6168820343085,2,4,1,SPD,0,18,0.02,40,7,NA,NA,7,2,0.05,30,-0.49966745843230403,0.500332541567696,20 give 20 bn,6168820343085,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,20,3.044522437723423,0,0,0,NA,84,NA,NA,54,170,107,42,57,NA,NA,NA,NA,2,8,9,1,7,6,1,10,10,NA,NA,NA,NA,NA,NA
4,6168820395825,5,5,1,CDU.CSU,0,20,0.0015,130,10,NA,NA,10,2,0.0015,130,-0.49966745843230403,0.500332541567696,40 give 40 bn,6168820395825,4,4,1,High,Low,1.598669833729216,1.5982897862232779,1.5,0.9162907318741551,1,1,1,NA,177,NA,NA,133,113,73,27,186,NA,NA,NA,NA,1,9,9,1,9,9,2,9,9,NA,NA,NA,NA,NA,NA
4,6168888918270,7,1,0,AFD,0,10,0,0,2,NA,NA,2,2,0,0,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,6168888918270,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,0,0,0,0,1,NA,131,NA,NA,133,156,3,101,189,NA,NA,NA,NA,1,0,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
4,6168933826380,4,4,1,No party,0,12,0.001,100,18,NA,NA,18,2,0.001,100,0.500332541567696,0.500332541567696,40 give 20b,6168933826380,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0.4,1,0,NA,52,NA,NA,162,36,89,123,170,NA,NA,NA,NA,1,6,5,1,6,4,1,6,5,NA,NA,NA,NA,NA,NA
4,6168940418880,7,1,1,AFD,1,9,1e-4,100,16,NA,NA,16,2,1e-4,100,0.500332541567696,0.500332541567696,No deal,6168940418880,0,0,0,High,High,-2.401330166270784,-2.401710213776722,0.1,0.09531017980432493,0.2,1,1,NA,106,NA,NA,146,116,31,43,47,NA,NA,NA,NA,1,10,10,1,9,9,2,9,10,NA,NA,NA,NA,NA,NA
4,6168969425880,1,7,1,Left,1,14,0.005,100,19,NA,NA,19,2,0.003,100,0.500332541567696,0.500332541567696,20 give 40 bn,6168969425880,2,4,2,High,High,-0.401330166270784,1.5982897862232779,5,1.791759469228055,0.6,1,0,NA,157,NA,NA,59,140,154,108,38,NA,NA,NA,NA,1,10,3,2,6,10,1,7,6,NA,NA,NA,NA,NA,NA
4,6169060310085,3,6,1,Left,1,11,0.001,2,15,NA,NA,15,2,0.001,2,0.500332541567696,-0.49966745843230403,40 give 40 bn,6169060310085,4,4,1,Low,High,1.598669833729216,1.5982897862232779,1,0.6931471805599453,0.2,0,1,NA,28,NA,NA,114,50,115,98,22,NA,NA,NA,NA,1,4,1,1,6,2,2,4,8,NA,NA,NA,NA,NA,NA
4,6169060376010,3,6,1,Left,1,4,0,0,10,NA,NA,10,2,0,0,-0.49966745843230403,0.500332541567696,40 give 40 bn,6169060376010,4,4,1,High,Low,1.598669833729216,1.5982897862232779,0,0,0,0,1,NA,158,NA,NA,157,78,15,94,175,NA,NA,NA,NA,2,2,2,2,2,8,2,1,7,NA,NA,NA,NA,NA,NA
4,6169237041825,4,5,1,No party,0,4,0.005,130,10,NA,NA,10,2,0.005,130,-0.49966745843230403,0.500332541567696,40 give 40 bn,6169237041825,4,4,1,High,Low,1.598669833729216,1.5982897862232779,5,1.791759469228055,0.2,0,1,NA,6,NA,NA,67,178,174,101,112,NA,NA,NA,NA,1,7,3,1,6,4,2,3,6,NA,NA,NA,NA,NA,NA
4,6169441448880,2,7,1,No party,0,13,0.003,50,4,NA,NA,4,2,0.001,30,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,6169441448880,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,3,1.3862943611198906,0.4,0,0,NA,58,NA,NA,162,13,73,99,5,NA,NA,NA,NA,1,10,2,2,2,10,2,3,9,NA,NA,NA,NA,NA,NA
4,6169585165380,7,1,1,SPD,0,18,0.05,100,14,NA,NA,14,2,0.05,100,0.500332541567696,-0.49966745843230403,20 give 40 bn,6169585165380,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,50,3.9318256327243257,0,1,1,NA,127,NA,NA,36,140,27,147,91,NA,NA,NA,NA,1,10,10,1,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,6169661559270,6,4,1,No party,0,7,0.035,75,11,NA,NA,11,2,0.035,75,0.500332541567696,-0.49966745843230403,No deal,6169661559270,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,35,3.58351893845611,0,0,0,NA,27,NA,NA,171,50,114,55,25,NA,NA,NA,NA,1,9,1,1,9,1,2,1,9,NA,NA,NA,NA,NA,NA
5,6169777653195,3,7,1,Left,0,13,0.004,50,2,NA,NA,2,2,0.003,50,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,6169777653195,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,4,1.6094379124341003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6169803996825,6,3,1,Greens,1,5,0.04,60,10,NA,NA,10,2,0.003,10,-0.49966745843230403,0.500332541567696,40 give 40 bn,6169803996825,4,4,1,High,Low,1.598669833729216,1.5982897862232779,40,3.713572066704308,0.4,1,1,NA,92,NA,NA,103,144,28,44,177,NA,NA,NA,NA,2,0,10,1,10,0,2,0,10,NA,NA,NA,NA,NA,NA
5,6169813160400,3,5,1,SPD,1,9,0.005,5,11,NA,NA,11,2,0.005,5,0.500332541567696,-0.49966745843230403,No deal,6169813160400,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6170008351140,3,5,1,Left,0,17,5e-4,10,19,NA,NA,19,2,5e-4,5,0.500332541567696,0.500332541567696,20 give 40 bn,6170008351140,2,4,2,High,High,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6170207391900,6,4,1,FDP,0,1,0.001,130,9,NA,NA,9,2,0.001,130,-0.49966745843230403,0.500332541567696,20 give 40 bn,6170207391900,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6170310287640,4,4,1,SPD,0,15,1e-5,50,13,NA,NA,13,2,1e-4,50,0.500332541567696,-0.49966745843230403,40 give 20b,6170310287640,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,0.01,0.009950330853168092,0,0,1,NA,9,NA,NA,59,47,124,20,7,NA,NA,NA,NA,2,5,8,1,6,1,2,5,7,NA,NA,NA,NA,NA,NA
4,6170544967455,7,5,1,Greens,0,11,5e-4,130,13,NA,NA,13,2,0.002,130,0.500332541567696,-0.49966745843230403,40 give 20b,6170544967455,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,0.5,0.4054651081081644,1,1,1,NA,86,NA,NA,153,66,177,188,156,NA,NA,NA,NA,2,7,10,2,7,10,1,10,7,NA,NA,NA,NA,NA,NA
4,6170566037085,2,6,1,AFD,1,19,5e-4,100,18,NA,NA,18,2,5e-4,100,0.500332541567696,0.500332541567696,40 give 20b,6170566037085,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,0.5,0.4054651081081644,0,0,1,NA,19,NA,NA,82,166,113,127,26,NA,NA,NA,NA,1,5,1,2,1,2,2,1,6,NA,NA,NA,NA,NA,NA
5,6196999364640,2,5,1,Other,0,18,0.002,200,12,NA,NA,12,2,0.001,200,0.500332541567696,-0.49966745843230403,20 give 20 bn,6196999364640,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197394914640,1,7,1,No party,0,14,0.002,100,6,NA,NA,6,2,0.002,100,-0.49966745843230403,0.500332541567696,No deal,6197394914640,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197398830585,4,4,1,No party,0,8,0.0015,125,1,NA,NA,1,2,0.003,100,-0.49966745843230403,-0.49966745843230403,No deal,6197398830585,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1.5,0.9162907318741551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197529348900,1,7,1,Greens,1,2,0,0,11,NA,NA,11,2,0.002,100,0.500332541567696,-0.49966745843230403,No deal,6197529348900,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197531985900,2,7,0,SPD,0,14,0.001,30,15,NA,NA,15,2,0.001,30,0.500332541567696,-0.49966745843230403,40 give 40 bn,6197531985900,4,4,1,Low,High,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197572964880,5,3,1,FDP,0,13,5e-4,50,3,NA,NA,3,2,0.001,30,-0.49966745843230403,-0.49966745843230403,40 give 20b,6197572964880,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197653301085,1,7,1,AFD,0,10,0,50,8,NA,NA,8,2,0,50,-0.49966745843230403,0.500332541567696,40 give 20b,6197653301085,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6197938189380,5,4,1,SPD,0,16,0.001,100,10,NA,NA,10,2,0.001,50,-0.49966745843230403,0.500332541567696,40 give 40 bn,6197938189380,4,4,1,High,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198063367770,6,2,0,SPD,0,1,5e-4,50,2,NA,NA,2,2,5e-4,50,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,6198063367770,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,0.5,0.4054651081081644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198317838270,1,7,1,SPD,0,9,0.001,10,11,NA,NA,11,2,0.009,50,0.500332541567696,-0.49966745843230403,No deal,6198317838270,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198460223085,1,7,1,FDP,0,10,0.02,100,16,NA,NA,16,2,0.01,100,0.500332541567696,0.500332541567696,No deal,6198460223085,0,0,0,High,High,-2.401330166270784,-2.401710213776722,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198576290640,1,7,1,No party,0,3,0.045,130,9,NA,NA,9,2,0.01,130,-0.49966745843230403,0.500332541567696,20 give 40 bn,6198576290640,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,45,3.828641396489095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198708087900,5,1,0,No party,1,11,0.001,130,5,NA,NA,5,2,1e-4,130,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,6198708087900,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198758204085,7,5,1,Greens,0,15,0.002,200,20,NA,NA,20,2,0.001,200,0.500332541567696,0.500332541567696,40 give 40 bn,6198758204085,4,4,1,High,High,1.598669833729216,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198763464900,4,4,0,No party,1,6,0,0,17,NA,NA,17,2,0,0,0.500332541567696,0.500332541567696,20 give 20 bn,6198763464900,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6198890159565,1,7,0,No party,1,20,0.001,130,5,NA,NA,5,2,0.001,130,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,6198890159565,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199108911900,3,6,1,Greens,0,20,0.001,100,1,NA,NA,1,2,0.001,100,-0.49966745843230403,-0.49966745843230403,No deal,6199108911900,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199123520880,6,2,1,CDU.CSU,0,17,0.002,100,11,NA,NA,11,2,0.002,100,0.500332541567696,-0.49966745843230403,No deal,6199123520880,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199123534065,6,6,1,CDU.CSU,0,16,0.02,50,6,NA,NA,6,2,0.05,100,-0.49966745843230403,0.500332541567696,No deal,6199123534065,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,20,3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199627161510,3,6,1,CDU.CSU,0,8,0,130,20,NA,NA,20,2,0,130,0.500332541567696,0.500332541567696,40 give 40 bn,6199627161510,4,4,1,High,High,1.598669833729216,1.5982897862232779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199761635325,4,5,1,No party,0,7,0.002,80,14,NA,NA,14,2,0.002,80,0.500332541567696,-0.49966745843230403,20 give 40 bn,6199761635325,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199765538085,2,6,1,AFD,1,9,0.001,10,3,NA,NA,3,2,0.01,20,-0.49966745843230403,-0.49966745843230403,40 give 20b,6199765538085,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6199910586270,7,6,1,SPD,1,4,0.05,30,3,NA,NA,3,2,0.05,20,-0.49966745843230403,-0.49966745843230403,40 give 20b,6199910586270,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,50,3.9318256327243257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6200046378585,4,6,1,FDP,0,17,0.03,40,7,NA,NA,7,2,0.01,10,-0.49966745843230403,0.500332541567696,20 give 20 bn,6200046378585,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,30,3.4339872044851463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
