group,ID,perspective_fed_indian,perspective_fed_german,vaccinated,party,migration_background,run1_exp8,cash,doses,run2_exp8,exp7_money2,exp7_doses2,vignr,round,exp7_money1,exp7_doses1,trading_importance,risk,deal,id,others_number,others_giving,others_average,risk_factor,trading_factor,others_number_norm,others_giving_norm,cash_billions,cash_billions_log,solidarity_behaviour,solidarity_attitude,treatment_video,c_0031_w1,c_0031_w2,c_0031_w3,c_0032_w1,c_0032_w2,vignette3,vignette4,vignette5,vignette6,vignette1,vignette2,vignette3_w4,vignette4_w4,conjoint_choice1_exp3,conjoint_rating1_exp3,conjoint_rating2_exp3,conjoint_choice2_exp3,conjoint_rating3_exp3,conjoint_rating4_exp3,conjoint_choice3_exp3,conjoint_rating5_exp3,conjoint_rating6_exp3,conjoint_choice1_exp7,conjoint_rating1_exp7,conjoint_rating2_exp7,conjoint_choice2_exp7,conjoint_rating3_exp7,conjoint_rating4_exp7
4,5692640191695,5,3,1,Greens,0,18,0.002,130,2,0.002,130,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5692640191695,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,0.8,1,1,NA,95,NA,NA,59,191,121,154,49,NA,NA,NA,NA,2,3,8,2,3,9,1,8,6,NA,NA,NA,NA,NA,NA
5,5692869610695,5,7,1,No party,0,13,0.001,100,3,0.001,100,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5692869610695,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5692876163640,6,3,1,No party,0,3,1.7999999999999998e-4,160,6,2e-4,155,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5692876163640,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,0.18,0.16551443847757333,0.4,0,0,NA,66,NA,NA,95,7,163,128,123,NA,NA,NA,NA,1,6,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5692930274880,4,4,1,No party,0,2,0,1,10,0,1,2,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5692930274880,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,0,0,0.4,1,1,NA,147,NA,NA,127,27,36,22,70,NA,NA,NA,NA,2,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
5,5693010663825,1,7,0,AFD,0,10,0,50,17,0,50,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5693010663825,4,4,1,High,Low,1.598669833729216,1.5982897862232779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5693073965010,4,4,1,No party,0,10,0.001,200,8,0.001,200,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5693073965010,4,4,1,High,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,1,0,1,NA,125,NA,NA,76,44,137,9,40,NA,NA,NA,NA,1,7,4,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5693158283085,6,2,1,Left,0,10,0.003,50,19,0.003,50,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5693158283085,4,4,1,High,Low,1.598669833729216,1.5982897862232779,3,1.3862943611198906,0.8,1,1,NA,63,NA,NA,23,39,139,135,123,NA,NA,NA,NA,2,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5693292836010,5,6,1,Greens,0,6,0.05,80,11,0.02,50,6,1,NA,NA,-0.49966745843230403,0.500332541567696,No deal,5693292836010,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,50,3.9318256327243257,1,1,1,NA,31,NA,NA,68,10,97,128,14,NA,NA,NA,NA,1,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5693464227825,3,6,1,No party,0,11,1e-4,100,6,1e-4,100,11,1,NA,NA,0.500332541567696,-0.49966745843230403,No deal,5693464227825,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0.1,0.09531017980432493,0.8,1,0,NA,39,NA,NA,112,145,113,6,101,NA,NA,NA,NA,2,5,7,2,5,7,2,5,7,NA,NA,NA,NA,NA,NA
4,5693499761400,2,7,1,CDU.CSU,0,4,5e-4,1,13,5e-4,1,4,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5693499761400,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,0.5,0.4054651081081644,0.4,0,0,NA,132,NA,NA,86,133,89,111,170,NA,NA,NA,NA,2,0,2,2,0,2,1,1,0,NA,NA,NA,NA,NA,NA
4,5693535466380,6,3,1,SPD,0,18,0.002,120,8,0.002,120,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5693535466380,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,1,1,1,NA,1,NA,NA,146,54,149,11,191,NA,NA,NA,NA,1,8,5,1,9,4,1,7,6,NA,NA,NA,NA,NA,NA
4,5693687054325,7,4,0,No party,0,20,3e-4,50,4,5e-4,100,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5693687054325,4,4,1,High,High,1.598669833729216,1.5982897862232779,0.3,0.26236426446749106,0.4,1,0,NA,129,NA,NA,185,67,142,47,29,NA,NA,NA,NA,1,10,5,1,10,2,2,2,10,NA,NA,NA,NA,NA,NA
4,5693730617565,6,2,1,CDU.CSU,0,1,0.001,50,5,0.002,70,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5693730617565,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0.4,1,0,NA,176,NA,NA,159,13,175,71,20,NA,NA,NA,NA,1,8,5,2,6,7,2,5,8,NA,NA,NA,NA,NA,NA
4,5693768840880,1,7,1,AFD,0,14,0.002,4,8,0.003,5,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5693768840880,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0,0,1,NA,50,NA,NA,138,60,17,187,10,NA,NA,NA,NA,1,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5693909814900,4,4,0,AFD,0,13,0.001,100,12,0.001,100,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5693909814900,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0.6,1,1,NA,75,NA,NA,132,90,23,149,165,NA,NA,NA,NA,1,10,10,2,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,5693949369900,2,6,1,CDU.CSU,0,1,0.005,70,7,0.015,130,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5693949369900,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,5,1.791759469228055,1,1,1,NA,182,NA,NA,177,127,29,76,85,NA,NA,NA,NA,2,6,8,2,8,10,2,6,10,NA,NA,NA,NA,NA,NA
4,5693981027085,1,7,1,No party,0,13,0.002,200,5,0.001,200,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5693981027085,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,2,1.0986122886681098,1,1,1,NA,110,NA,NA,145,130,132,11,124,NA,NA,NA,NA,2,10,10,1,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,5694050933955,4,4,1,Left,0,2,0.005,5,18,0.005,10,2,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5694050933955,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,5,1.791759469228055,0.6,1,0,NA,47,NA,NA,4,103,149,172,108,NA,NA,NA,NA,1,8,2,2,3,9,1,7,3,NA,NA,NA,NA,NA,NA
5,5694070685085,3,6,1,SPD,0,6,0.005,130,2,0.003,130,6,1,NA,NA,-0.49966745843230403,0.500332541567696,No deal,5694070685085,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,5,1.791759469228055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5694119522325,1,7,0,Other,0,16,0.001,130,6,0.001,130,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5694119522325,0,0,0,High,High,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0.4,0,1,NA,2,NA,NA,88,84,68,52,50,NA,NA,NA,NA,1,10,10,1,10,10,1,10,10,NA,NA,NA,NA,NA,NA
4,5694222299400,7,3,1,Greens,0,9,0.005,100,13,0.001,100,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5694222299400,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,5,1.791759469228055,1,1,1,NA,86,NA,NA,53,60,80,52,178,NA,NA,NA,NA,2,3,10,1,10,0,2,2,10,NA,NA,NA,NA,NA,NA
4,5694471495900,7,2,0,Left,0,9,0.02,200,6,0.02,200,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5694471495900,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,20,3.044522437723423,1,0,0,NA,62,NA,NA,72,181,54,61,173,NA,NA,NA,NA,2,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5694542774010,4,4,1,Greens,0,10,0.001,130,18,0.002,130,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5694542774010,4,4,1,High,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,1,1,1,NA,183,NA,NA,15,91,31,113,148,NA,NA,NA,NA,1,10,5,1,10,5,2,5,10,NA,NA,NA,NA,NA,NA
4,5694557303880,1,4,0,No party,0,19,0,0,20,0.001,130,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5694557303880,2,4,2,High,High,-0.401330166270784,1.5982897862232779,0,0,0,0,0,NA,14,NA,NA,56,148,51,178,111,NA,NA,NA,NA,1,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA
4,5694853966380,4,7,1,No party,0,8,0.01,1,17,0.02,10,8,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 20b,5694853966380,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,10,2.3978952727983707,0,0,1,NA,7,NA,NA,123,94,19,68,25,NA,NA,NA,NA,1,5,4,2,3,6,2,4,3,NA,NA,NA,NA,NA,NA
4,5694973936695,3,7,1,CDU.CSU,0,1,0.001,60,19,0,5,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5694973936695,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0.4,1,0,NA,69,NA,NA,158,122,8,95,53,NA,NA,NA,NA,1,7,4,2,6,7,2,4,5,NA,NA,NA,NA,NA,NA
4,5695067457900,2,6,1,No party,0,19,0.002,140,17,0.001,140,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5695067457900,2,4,2,High,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,1,1,0,NA,18,NA,NA,160,31,65,73,35,NA,NA,NA,NA,1,10,8,2,7,10,1,8,1,NA,NA,NA,NA,NA,NA
5,5695079350770,6,5,1,CDU.CSU,0,10,0.05,70,20,0.03,20,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5695079350770,4,4,1,High,Low,1.598669833729216,1.5982897862232779,50,3.9318256327243257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5695180888455,7,2,1,No party,0,8,0.001,200,17,0.001,200,8,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 20b,5695180888455,4,2,0.5,High,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,0,1,0,NA,151,NA,NA,21,190,122,85,71,NA,NA,NA,NA,2,4,5,2,4,5,1,5,4,NA,NA,NA,NA,NA,NA
4,5695219111770,1,7,1,AFD,0,9,0.005,100,7,0.001,50,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5695219111770,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,5,1.791759469228055,0,0,1,NA,47,NA,NA,86,159,173,126,101,NA,NA,NA,NA,2,0,7,2,5,6,2,5,6,NA,NA,NA,NA,NA,NA
4,5695308862065,3,6,1,SPD,0,5,0.003,120,13,0.002,150,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5695308862065,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,3,1.3862943611198906,1,1,0,NA,183,NA,NA,149,45,89,135,95,NA,NA,NA,NA,2,3,8,2,1,9,1,9,3,NA,NA,NA,NA,NA,NA
5,5695481585565,1,5,0,AFD,0,14,0.01,200,11,0.01,200,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5695481585565,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,10,2.3978952727983707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5695502562900,4,4,1,CDU.CSU,0,1,0.001,70,6,0.002,60,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5695502562900,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0.4,0,0,NA,137,NA,NA,11,59,138,119,94,NA,NA,NA,NA,2,5,7,1,7,5,1,7,5,NA,NA,NA,NA,NA,NA
5,5695645000455,5,7,1,No party,0,9,0.03,100,6,0.05,130,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5695645000455,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,30,3.4339872044851463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5695667401770,3,1,0,No party,1,19,0,1,4,0,1,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5695667401770,2,4,2,High,High,-0.401330166270784,1.5982897862232779,0,0,0,0,1,NA,62,NA,NA,157,54,76,154,8,NA,NA,NA,NA,2,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5695704332955,1,4,1,AFD,0,18,0.01,10,2,0.02,70,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5695704332955,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,10,2.3978952727983707,0,1,1,NA,152,NA,NA,184,9,86,126,159,NA,NA,NA,NA,2,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
4,5695728131880,4,5,1,SPD,0,19,0.01,1,20,0.01,1,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5695728131880,2,4,2,High,High,-0.401330166270784,1.5982897862232779,10,2.3978952727983707,0.8,0,1,NA,71,NA,NA,45,173,161,166,3,NA,NA,NA,NA,2,7,7,2,8,8,2,7,7,NA,NA,NA,NA,NA,NA
4,5695762399695,7,2,0,CDU.CSU,0,17,0,10,8,2e-4,20,17,1,NA,NA,0.500332541567696,0.500332541567696,20 give 20 bn,5695762399695,2,2,1,High,High,-0.401330166270784,-0.4017102137767221,0,0,0.4,1,0,NA,176,NA,NA,19,92,87,70,39,NA,NA,NA,NA,1,10,3,1,10,6,2,5,10,NA,NA,NA,NA,NA,NA
4,5695770218400,6,5,1,SPD,0,20,0.01,130,3,0.01,130,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5695770218400,4,4,1,High,High,1.598669833729216,1.5982897862232779,10,2.3978952727983707,0,1,0,NA,5,NA,NA,53,86,52,29,61,NA,NA,NA,NA,2,7,8,1,9,7,1,8,7,NA,NA,NA,NA,NA,NA
4,5695907408325,7,1,0,AFD,0,9,0,100,16,0,100,9,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 40 bn,5695907408325,2,4,2,High,Low,-0.401330166270784,1.5982897862232779,0,0,0,0,1,NA,129,NA,NA,38,4,44,114,116,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
4,5709125331270,4,4,1,CDU.CSU,0,15,0.002,100,4,0.001,100,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5709125331270,4,4,1,Low,High,1.598669833729216,1.5982897862232779,2,1.0986122886681098,1,0,0,NA,36,NA,NA,138,180,87,153,45,NA,NA,NA,NA,2,5,7,2,0,7,1,7,5,NA,NA,NA,NA,NA,NA
4,5709242717325,1,1,0,No party,1,2,0.002,100,9,0.002,100,2,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 20 bn,5709242717325,2,2,1,Low,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,0,1,0,NA,158,NA,NA,94,157,78,55,15,NA,NA,NA,NA,1,5,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
4,5709991664880,1,7,1,CDU.CSU,1,6,0.001,3,5,0.005,10,6,1,NA,NA,-0.49966745843230403,0.500332541567696,No deal,5709991664880,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,1,0,1,NA,189,NA,NA,191,181,107,88,141,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
4,5710127391270,1,7,0,No party,1,16,0,0,3,0,0,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5710127391270,0,0,0,High,High,-2.401330166270784,-2.401710213776722,0,0,0,0,1,NA,25,NA,NA,19,50,119,52,29,NA,NA,NA,NA,2,0,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
4,5710130054640,7,1,1,Greens,0,20,0.01,100,5,0.01,100,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5710130054640,4,4,1,High,High,1.598669833729216,1.5982897862232779,10,2.3978952727983707,0,0,1,NA,89,NA,NA,52,64,111,157,19,NA,NA,NA,NA,1,8,3,2,6,8,2,4,8,NA,NA,NA,NA,NA,NA
4,5710256617455,4,5,1,FDP,0,14,0.002,130,12,0.001,130,14,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 40 bn,5710256617455,2,4,2,Low,High,-0.401330166270784,1.5982897862232779,2,1.0986122886681098,0.6,1,1,NA,2,NA,NA,134,151,49,167,35,NA,NA,NA,NA,1,7,3,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
5,5710259267640,4,4,1,Greens,1,3,0.003,50,19,0.004,50,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5710259267640,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,3,1.3862943611198906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5710263262695,5,6,1,SPD,1,10,0.0015,150,18,0.001,170,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5710263262695,4,4,1,High,Low,1.598669833729216,1.5982897862232779,1.5,0.9162907318741551,1,1,1,NA,119,NA,NA,89,11,110,116,70,NA,NA,NA,NA,2,6,8,1,8,6,2,6,7,NA,NA,NA,NA,NA,NA
4,5710264528455,5,7,1,AFD,0,10,0,100,2,0,100,10,1,NA,NA,-0.49966745843230403,0.500332541567696,40 give 40 bn,5710264528455,4,4,1,High,Low,1.598669833729216,1.5982897862232779,0,0,0,1,0,NA,40,NA,NA,36,3,150,104,72,NA,NA,NA,NA,2,2,8,1,8,1,2,2,9,NA,NA,NA,NA,NA,NA
4,5710387201695,4,4,0,AFD,1,12,0,0,8,0.001,100,12,1,NA,NA,0.500332541567696,-0.49966745843230403,20 give 20 bn,5710387201695,2,2,1,Low,High,-0.401330166270784,-0.4017102137767221,0,0,0,1,1,NA,65,NA,NA,14,163,61,96,22,NA,NA,NA,NA,2,2,8,2,5,5,1,10,0,NA,NA,NA,NA,NA,NA
4,5710530891825,4,4,1,Greens,0,18,0.001,100,2,0.001,100,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5710530891825,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,1,0,1,NA,94,NA,NA,67,4,179,27,91,NA,NA,NA,NA,1,8,6,1,9,7,1,9,7,NA,NA,NA,NA,NA,NA
4,5710809108510,7,1,0,SPD,0,16,0,0,19,0.02,100,16,1,NA,NA,0.500332541567696,0.500332541567696,No deal,5710809108510,0,0,0,High,High,-2.401330166270784,-2.401710213776722,0,0,0,0,1,NA,71,NA,NA,91,70,76,31,175,NA,NA,NA,NA,1,10,3,1,10,1,1,10,0,NA,NA,NA,NA,NA,NA
4,5710846039695,5,6,1,SPD,0,4,0.05,65,12,0.05,65,4,1,NA,NA,-0.49966745843230403,-0.49966745843230403,20 give 40 bn,5710846039695,2,4,2,Low,Low,-0.401330166270784,1.5982897862232779,50,3.9318256327243257,0,1,1,NA,162,NA,NA,121,12,63,149,159,NA,NA,NA,NA,1,10,10,1,10,5,1,9,7,NA,NA,NA,NA,NA,NA
5,5710860543195,5,6,1,CDU.CSU,1,3,0.04,70,7,0.04,70,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5710860543195,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,40,3.713572066704308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5711001649065,2,5,0,No party,0,20,0.001,50,7,0.001,50,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5711001649065,4,4,1,High,High,1.598669833729216,1.5982897862232779,1,0.6931471805599453,0.8,0,0,NA,56,NA,NA,30,96,171,48,15,NA,NA,NA,NA,2,3,6,1,6,4,1,6,4,NA,NA,NA,NA,NA,NA
4,5711020002585,4,5,1,SPD,0,1,0.002,100,9,0.002,100,1,1,NA,NA,-0.49966745843230403,-0.49966745843230403,No deal,5711020002585,0,0,0,Low,Low,-2.401330166270784,-2.401710213776722,2,1.0986122886681098,0.6,1,0,NA,49,NA,NA,87,116,156,166,60,NA,NA,NA,NA,1,8,7,2,6,8,2,7,7,NA,NA,NA,NA,NA,NA
4,5711199305400,4,6,1,SPD,1,13,2e-4,100,18,2e-4,100,13,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 20b,5711199305400,4,2,0.5,Low,High,1.598669833729216,-0.4017102137767221,0.2,0.1823215567939546,0.4,1,0,NA,161,NA,NA,51,157,133,30,29,NA,NA,NA,NA,1,9,5,2,6,9,1,9,8,NA,NA,NA,NA,NA,NA
5,5711275804770,3,5,1,Greens,1,3,0.001,100,20,0.005,150,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5711275804770,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5711406309900,1,7,1,SPD,0,5,0.006,130,17,0.004,130,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5711406309900,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,6,1.9459101490553132,0.4,1,0,NA,12,NA,NA,61,11,115,139,86,NA,NA,NA,NA,1,10,0,2,6,10,2,0,10,NA,NA,NA,NA,NA,NA
4,5711488175565,1,7,1,No party,0,3,0.001,130,8,0.005,130,3,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 20b,5711488175565,4,2,0.5,Low,Low,1.598669833729216,-0.4017102137767221,1,0.6931471805599453,1,0,1,NA,179,NA,NA,79,18,62,72,92,NA,NA,NA,NA,2,2,4,2,1,3,1,4,1,NA,NA,NA,NA,NA,NA
4,5711572559565,5,3,1,Greens,0,7,0.002,90,6,0.001,80,7,1,NA,NA,-0.49966745843230403,0.500332541567696,20 give 20 bn,5711572559565,2,2,1,High,Low,-0.401330166270784,-0.4017102137767221,2,1.0986122886681098,0.2,0,0,NA,53,NA,NA,100,111,124,173,77,NA,NA,NA,NA,1,5,4,2,5,6,2,5,6,NA,NA,NA,NA,NA,NA
4,5711576515065,3,5,1,Greens,0,5,5e-4,100,8,5e-4,100,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5711576515065,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,0.5,0.4054651081081644,0.4,0,0,NA,80,NA,NA,99,88,155,183,191,NA,NA,NA,NA,2,4,5,1,6,4,2,5,5,NA,NA,NA,NA,NA,NA
4,5711585691825,3,3,1,No party,1,11,0,0,2,0,0,11,1,NA,NA,0.500332541567696,-0.49966745843230403,No deal,5711585691825,0,0,0,Low,High,-2.401330166270784,-2.401710213776722,0,0,0.4,1,1,NA,128,NA,NA,24,88,89,116,10,NA,NA,NA,NA,2,2,6,1,8,5,2,3,8,NA,NA,NA,NA,NA,NA
4,5711763689325,7,7,1,FDP,0,18,0.02,20,8,0.005,5,18,1,NA,NA,0.500332541567696,0.500332541567696,40 give 20b,5711763689325,4,2,0.5,High,High,1.598669833729216,-0.4017102137767221,20,3.044522437723423,0.8,1,1,NA,179,NA,NA,27,177,133,186,145,NA,NA,NA,NA,2,4,6,1,6,5,1,6,5,NA,NA,NA,NA,NA,NA
5,5711765021010,6,6,1,CDU.CSU,0,20,0,0,4,0,0,20,1,NA,NA,0.500332541567696,0.500332541567696,40 give 40 bn,5711765021010,4,4,1,High,High,1.598669833729216,1.5982897862232779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5711766352695,5,4,1,No party,1,19,0,0,1,0,0,19,1,NA,NA,0.500332541567696,0.500332541567696,20 give 40 bn,5711766352695,2,4,2,High,High,-0.401330166270784,1.5982897862232779,0,0,0.4,0,1,NA,20,NA,NA,67,14,180,144,19,NA,NA,NA,NA,1,8,8,2,6,7,1,8,7,NA,NA,NA,NA,NA,NA
4,5711836259565,1,7,1,CDU.CSU,1,6,0.001,130,18,0.001,130,6,1,NA,NA,-0.49966745843230403,0.500332541567696,No deal,5711836259565,0,0,0,High,Low,-2.401330166270784,-2.401710213776722,1,0.6931471805599453,0,0,1,NA,42,NA,NA,67,93,114,160,17,NA,NA,NA,NA,1,10,0,1,10,0,2,0,10,NA,NA,NA,NA,NA,NA
4,5711850763065,5,7,1,Greens,0,5,0.001,25,8,0.002,50,5,1,NA,NA,-0.49966745843230403,-0.49966745843230403,40 give 40 bn,5711850763065,4,4,1,Low,Low,1.598669833729216,1.5982897862232779,1,0.6931471805599453,0.4,1,0,NA,11,NA,NA,30,158,146,173,98,NA,NA,NA,NA,1,5,0,2,0,3,2,0,5,NA,NA,NA,NA,NA,NA
4,5712069568140,6,2,1,Greens,0,15,5e-4,100,6,0.001,130,15,1,NA,NA,0.500332541567696,-0.49966745843230403,40 give 40 bn,5712069568140,4,4,1,Low,High,1.598669833729216,1.5982897862232779,0.5,0.4054651081081644,1,0,0,NA,118,NA,NA,41,135,134,114,184,NA,NA,NA,NA,2,3,8,2,1,7,2,3,8,NA,NA,NA,NA,NA,NA
